Domain,isBad,TRUE
5336qh70uos4vb0gt1f0ie2h.appsync-api.us-west-2.avsvmcloud.com,TRUE
53l7etqvqjpfr82h00mudofi75f4tjvh.appsync-api.us-west-2.avsvmcloud.com,TRUE
53to5l3lo2nud4ugce256u0te2h02us.appsync-api.us-west-2.avsvmcloud.com,TRUE
54mp89mnbi2dr6q11j24ii7.appsync-api.us-east-2.avsvmcloud.com,TRUE
5667k3rv2rubelthnrihos0kts2fd0os.appsync-api.us-east-1.avsvmcloud.com,TRUE
5688hh6ho4p176oh00iesdb0vfhe0l45.appsync-api.us-east-1.avsvmcloud.com,TRUE
56fk8o43u6pnu7rg2eu1.appsync-api.us-east-1.avsvmcloud.com,TRUE
56t21hjkejopieug6d6n0c6j0ceu.appsync-api.us-east-1.avsvmcloud.com,TRUE
57bmrk1as7nv0n0geu16c0t2st.appsync-api.us-east-1.avsvmcloud.com,TRUE
57m839c1o9k1aj8h00iesdb0vfhe0l45.appsync-api.us-east-1.avsvmcloud.com,TRUE
58b8f8go25f04rpgc2d0be2h0gdj.appsync-api.eu-west-1.avsvmcloud.com,TRUE
59jlueje4mvk494hqgad2ri.appsync-api.us-east-2.avsvmcloud.com,TRUE
59ll9pcnvppj9r93e73r.appsync-api.us-west-2.avsvmcloud.com,TRUE
59pgr50h71og2u93s733.appsync-api.us-west-2.avsvmcloud.com,TRUE
5a97vkci118ln1952864brh.appsync-api.us-east-1.avsvmcloud.com,TRUE
5agvobc70o2ivk95a6c4fr1.appsync-api.eu-west-1.avsvmcloud.com,TRUE
5b1ge9hb2rlnpp7hoi602ou6iuir0trn.appsync-api.us-east-2.avsvmcloud.com,TRUE
5b7rcc9qeu4qtu8g12eu1.appsync-api.us-east-2.avsvmcloud.com,TRUE
5ba54io0m6ureoph5o63rscusi2vove0.appsync-api.us-east-2.avsvmcloud.com,TRUE
5btjo4rcbp3tiq8bo6t.appsync-api.us-east-1.avsvmcloud.com,TRUE
5c4d2c05t3e392fhwh60gun0twusouv0.appsync-api.us-east-1.avsvmcloud.com,TRUE
5cc19c6bgu6jn6fh00huauo0f1qtkgb4.appsync-api.us-east-1.avsvmcloud.com,TRUE
5ce289jle8jpoq2g6d6n0o6j0ceu.appsync-api.us-east-1.avsvmcloud.com,TRUE
5d098eoerilg4qqegge0.appsync-api.us-east-2.avsvmcloud.com,TRUE
5d6ehglhbk6gro4eml2s.appsync-api.us-west-2.avsvmcloud.com,TRUE
5d9e579ijnsp1j4eg1iv.appsync-api.us-east-2.avsvmcloud.com,TRUE
5dcihj4h4i6ig34erle9.appsync-api.us-west-2.avsvmcloud.com,TRUE
5dq72bpo2h9i304en78n.appsync-api.us-west-2.avsvmcloud.com,TRUE
5evt1hv2a5hhnfq8gjjj.appsync-api.us-west-2.avsvmcloud.com,TRUE
5fbprol6v2o90d3ggg8tap.appsync-api.us-west-2.avsvmcloud.com,TRUE
5fdb00ph4tu3mobhwh60eun02wusouv0.appsync-api.us-west-2.avsvmcloud.com,TRUE
5fg73t47qgdfd83h00mudofi75f4tjvh.appsync-api.us-west-2.avsvmcloud.com,TRUE
5fjujoold6af000gtj6h0g12eu1.appsync-api.us-west-2.avsvmcloud.com,TRUE
5fl9k0dd4qlv4ibh5onr1oipe2hh0e12.appsync-api.us-west-2.avsvmcloud.com,TRUE
5ge5g8qdjcfbd11ge2q0e12eu1.appsync-api.eu-west-1.avsvmcloud.com,TRUE
5h6ju6akl9urof936791.appsync-api.us-east-2.avsvmcloud.com,TRUE
5hccp8i2dn0pr5435gei.appsync-api.us-west-2.avsvmcloud.com,TRUE
5i1dfbdql2osardhds2n0i3uho1i2v02.appsync-api.us-west-2.avsvmcloud.com,TRUE
5i2m38frjj8funkhwh60tun0ewusouv0.appsync-api.us-west-2.avsvmcloud.com,TRUE
5iat8b7ub86lr0egcuveervisu10te2h.appsync-api.us-west-2.avsvmcloud.com,TRUE
5ig5c6csfj4mdgkh004udkr2ftq4qnfm.appsync-api.us-west-2.avsvmcloud.com,TRUE
5igutvd2sealpupg02e2h.appsync-api.us-west-2.avsvmcloud.com,TRUE
5jb9cmvm9pjj8vlg261rs3e022st.appsync-api.eu-west-1.avsvmcloud.com,TRUE
5o62p6s87utijjghr0lon621fio2v60c.appsync-api.us-west-2.avsvmcloud.com,TRUE
5o869977u344mohgt1f0ie2h.appsync-api.us-west-2.avsvmcloud.com,TRUE
5p72thpmihr3mo9fplc4eil.appsync-api.us-east-2.avsvmcloud.com,TRUE
5pm72cpodh9po04en1tn.appsync-api.us-west-2.avsvmcloud.com,TRUE
5q2qd28337f22pq5q8bqork.appsync-api.us-east-2.avsvmcloud.com,TRUE
5qbtj04rcbp3tiq8bo6t.appsync-api.us-east-1.avsvmcloud.com,TRUE
5qllb8j4t2sgvs98kj27.appsync-api.us-east-2.avsvmcloud.com,TRUE
5rc13g6esq4cumug711e.appsync-api.us-east-2.avsvmcloud.com,TRUE
5rhqup3g159rvdtgu30g2st.appsync-api.us-east-2.avsvmcloud.com,TRUE
5s4fo7e4877a2vd1a82qii0.appsync-api.us-east-1.avsvmcloud.com,TRUE
5u99qeaatrqpef41ucp4ii7.appsync-api.us-east-1.avsvmcloud.com,TRUE
5ucjki4riknsakq1p6q4ri7.appsync-api.us-east-1.avsvmcloud.com,TRUE
5vd09ek9rbd8r99gh.appsync-api.us-east-2.avsvmcloud.com,TRUE
5vsivtapld93b9ggoid60bfj0bvri.appsync-api.us-east-2.avsvmcloud.com,TRUE
60doacaptl4ufcjejif6qcn.appsync-api.us-east-2.avsvmcloud.com,TRUE
610ol17ptgqa9i5he2mvri0ee2m0ce2h.appsync-api.us-east-2.avsvmcloud.com,TRUE
616v2nvri9ngud0iq535z0i3rq1rii0g.appsync-api.us-east-2.avsvmcloud.com,TRUE
617stsr6ntep0auho2v60be2h.appsync-api.us-east-2.avsvmcloud.com,TRUE
61ka0n5p25hqs6liq22nsf55096uqprs.appsync-api.us-east-2.avsvmcloud.com,TRUE
61o333t53ubv3fdhtj6h0g12eu1.appsync-api.us-east-2.avsvmcloud.com,TRUE
61ofp3rbssea545ioi60eou6iuir0crn.appsync-api.us-east-2.avsvmcloud.com,TRUE
63103hgeg7hiuuahscr0g6j02eu.appsync-api.us-east-1.avsvmcloud.com,TRUE
632h4s239t1ejf6i00iesdb0vfhe0l45.appsync-api.us-east-1.avsvmcloud.com,TRUE
63e4ioi8dngflash1.appsync-api.us-east-1.avsvmcloud.com,TRUE
66av2e6hb14vn6shenu02e2sd.appsync-api.us-west-2.avsvmcloud.com,TRUE
66p07i585li1urdhou0ee2h.appsync-api.us-west-2.avsvmcloud.com,TRUE
67rjs2cgl778pljh01qqtobmv1.appsync-api.us-west-2.avsvmcloud.com,TRUE
68bfi3v6skqa14pioi602ou6iuir0irn.appsync-api.us-east-2.avsvmcloud.com,TRUE
699of4too1qtraje9fr7ecl.appsync-api.us-east-1.avsvmcloud.com,TRUE
6a1mruvuaunbdt811b9i.appsync-api.us-west-2.avsvmcloud.com,TRUE
6a57jk2ba1d9keg15cbg.appsync-api.eu-west-1.avsvmcloud.com,TRUE
6aos6mvt2k3ncngt9or7mc0.appsync-api.us-east-2.avsvmcloud.com,TRUE
6c2d2uha76cli7hht1f0ee2h.appsync-api.us-west-2.avsvmcloud.com,TRUE
6c579uiq25o2q4hi00mudofi75f4tjvh.appsync-api.us-west-2.avsvmcloud.com,TRUE
6c5tqtl8m61258khe2h.appsync-api.us-west-2.avsvmcloud.com,TRUE
6cb9jk59c9qb6cthfnru9l4p5tj5vof.appsync-api.us-west-2.avsvmcloud.com,TRUE
6cd64117t0arg8hids2n0e3uho1i2v0e.appsync-api.us-west-2.avsvmcloud.com,TRUE
6cgiqb15s82mdnti0024l6bvvgjtdi30.appsync-api.us-west-2.avsvmcloud.com,TRUE
6e1rttcu1r61sbgtvbcfm65.appsync-api.us-east-1.avsvmcloud.com,TRUE
6fgvmc6q9lrdt51i00mudofi75f4tjvh.appsync-api.us-east-1.avsvmcloud.com,TRUE
6fndhoavfj7o774hfgge.appsync-api.us-east-1.avsvmcloud.com,TRUE
6g58ps634jn2jqshiup12s5ush60ee2h.appsync-api.us-east-2.avsvmcloud.com,TRUE
6gbi5onhfkcck28hu1.appsync-api.us-east-2.avsvmcloud.com,TRUE
6gc819kpm58pmggh5u0e1e1.appsync-api.us-east-2.avsvmcloud.com,TRUE
6ghau746mseljcthim0e2st.appsync-api.us-east-2.avsvmcloud.com,TRUE
6gk48cm1q8t4ih0h6hr60b2st.appsync-api.us-east-2.avsvmcloud.com,TRUE
6gp98d4asbjpu4gh53e0i12eu1.appsync-api.us-east-2.avsvmcloud.com,TRUE
6i6gkuq4rrqj9n8h6d6n0e6j0ieu.appsync-api.us-east-1.avsvmcloud.com,TRUE
6i6n1qj6b520269he2q0b12eu1.appsync-api.us-east-1.avsvmcloud.com,TRUE
6iivv86m97ld50hi00mudofi75f4tjvh.appsync-api.us-east-1.avsvmcloud.com,TRUE
6j1ba655onr4ic0ircr0ge20ts2uv2jr.appsync-api.us-east-2.avsvmcloud.com,TRUE
6ja3j5thv6vsmr0hu30b2st.appsync-api.us-east-2.avsvmcloud.com,TRUE
6jef5kkueau1hv8i656o0c6irusv6cuv.appsync-api.us-east-2.avsvmcloud.com,TRUE
6n05dene5da4fgjh2ifl.appsync-api.us-west-2.avsvmcloud.com,TRUE
6njr6s1ubipge183lfd798r.appsync-api.us-west-2.avsvmcloud.com,TRUE
6oc69if8l6j5201iwh60gun0twusouv0.appsync-api.us-east-1.avsvmcloud.com,TRUE
6oc69if8l6j520fiwh60bun02wusouv0.appsync-api.us-east-1.avsvmcloud.com,TRUE
6ogkkniro15lrrhiuhs0ce2sd02ovir1.appsync-api.us-east-1.avsvmcloud.com,TRUE
6orv98cc9cgd10ri00mudofi75f4tjvh.appsync-api.us-east-1.avsvmcloud.com,TRUE
6os7i8v1ah9p0cnhsee50bsf.appsync-api.us-east-1.avsvmcloud.com,TRUE
6ouhdu2e9ufegvsi00iesdb0vfhe0l45.appsync-api.us-east-1.avsvmcloud.com,TRUE
6r2prvobs5q5bbdh0feaaso.appsync-api.eu-west-1.avsvmcloud.com,TRUE
6rqj6h3nhg8kgjsivrqnosreio2v60gj.appsync-api.eu-west-1.avsvmcloud.com,TRUE
6rth4r9nv4kmf80hc2d0ce2h0tdj.appsync-api.eu-west-1.avsvmcloud.com,TRUE
6soimlq1m3ojum85rmsv.appsync-api.us-west-2.avsvmcloud.com,TRUE
6st5ro5te4tohg852bmr.appsync-api.us-west-2.avsvmcloud.com,TRUE
6su5ri5t34tjhg852bbn.appsync-api.us-west-2.avsvmcloud.com,TRUE
6tgmn6evib1vpq1tb3273c0.appsync-api.us-west-2.avsvmcloud.com,TRUE
6tjljelbt3qiv6jt7bnl3cv.appsync-api.us-east-2.avsvmcloud.com,TRUE
6tkq6jd1tqmdqlj18omf.appsync-api.us-west-2.avsvmcloud.com,TRUE
6u9fv0u91m48tp18jbk7b89.appsync-api.us-east-2.avsvmcloud.com,TRUE
6ubqfsdrpcms8h188mnlv8f.appsync-api.us-east-2.avsvmcloud.com,TRUE
6uf4bacj0cp4ss858303.appsync-api.us-west-2.avsvmcloud.com,TRUE
6ujti61fes1drg88ib6bf81.appsync-api.us-east-2.avsvmcloud.com,TRUE
6umd9csp9vl2j2j56itv.appsync-api.us-west-2.avsvmcloud.com,TRUE
72kp1jmgnfugmje81c1kfj1.appsync-api.us-east-2.avsvmcloud.com,TRUE
7349o3up6eu17qijoi60iou6iuir0grn.appsync-api.us-west-2.avsvmcloud.com,TRUE
73ccpvrss141140jwh60gun0owusouv0.appsync-api.us-west-2.avsvmcloud.com,TRUE
73f6lq9to5c84gajwh602un0twusouv0.appsync-api.us-west-2.avsvmcloud.com,TRUE
73f6lq9to5c84gmjwh60iun0ewusouv0.appsync-api.us-west-2.avsvmcloud.com,TRUE
74er3bqg23iitqe5lcce.appsync-api.us-west-2.avsvmcloud.com,TRUE
76398l0eki32451itvef0i12eu1.appsync-api.us-east-1.avsvmcloud.com,TRUE
76398l0eki3245vitvef0i12eu1.appsync-api.us-east-1.avsvmcloud.com,TRUE
766o9im0q5tm01gico0ge2sd.appsync-api.us-east-1.avsvmcloud.com,TRUE
773k3vnecfb8rndjwh60cun0gwusouv0.appsync-api.us-east-1.avsvmcloud.com,TRUE
77buuacbm1ane0ai6d6n0e6j0ceu.appsync-api.us-east-1.avsvmcloud.com,TRUE
77gq364q4irban5j00mudofi75f4tjvh.appsync-api.us-east-1.avsvmcloud.com,TRUE
7a2f7va4u69ja6etv8lam6f.appsync-api.us-east-1.avsvmcloud.com,TRUE
7alje57go4l896p1k8kf.appsync-api.us-east-1.avsvmcloud.com,TRUE
7c2ucjd62e9s4u4je6vi0edsovertr2s.appsync-api.us-east-1.avsvmcloud.com,TRUE
7cbtailjomqle1pjvr2d32i2voe60ce2.appsync-api.us-east-1.avsvmcloud.com,TRUE
7cemp1fblk7ludpi95.appsync-api.us-east-1.avsvmcloud.com,TRUE
7couja66m8tn304i6d6n0g6j02eu.appsync-api.us-east-1.avsvmcloud.com,TRUE
7dsclk69i6r5ish30lrs9jg.appsync-api.us-west-2.avsvmcloud.com,TRUE
7edto9g8g0ekmle1e8go.appsync-api.us-west-2.avsvmcloud.com,TRUE
7f000qp4oq07qj6j5onr1oipe2hh0g12.appsync-api.us-west-2.avsvmcloud.com,TRUE
7f05rn251hga3igie6u0b12eu1.appsync-api.us-west-2.avsvmcloud.com,TRUE
7f05rn251hga3iiie6u0e12eu1.appsync-api.us-west-2.avsvmcloud.com,TRUE
7f05rn251hga3ikie6u0c12eu1.appsync-api.us-west-2.avsvmcloud.com,TRUE
7f05rn251hga3ipie6u0g12eu1.appsync-api.us-west-2.avsvmcloud.com,TRUE
7h2rts6hpbdl9a2e3lmle6n.appsync-api.us-east-2.avsvmcloud.com,TRUE
7jbf1c0fqp8drocijrpuv20212eu1.appsync-api.eu-west-1.avsvmcloud.com,TRUE
7jbh5f2ss7d6v3nie2q0e12eu1.appsync-api.eu-west-1.avsvmcloud.com,TRUE
7k3p7gkg98056q2381kahjn.appsync-api.us-east-1.avsvmcloud.com,TRUE
7k8q07tr3scib2h3j1ia9jr.appsync-api.us-east-1.avsvmcloud.com,TRUE
7kdh6qhc1tbt6o2hplh2.appsync-api.eu-west-1.avsvmcloud.com,TRUE
7l1om4ljtq0b36njuhs02e2sd0bovir1.appsync-api.us-east-1.avsvmcloud.com,TRUE
7l3nb77le9idv0hj00mudofi75f4tjvh.appsync-api.us-east-1.avsvmcloud.com,TRUE
7luke58qlplnhp0iov50one0ovri.appsync-api.us-east-1.avsvmcloud.com,TRUE
7m3anm7jn931mctjovi0c1fj2o10zovi.appsync-api.us-east-2.avsvmcloud.com,TRUE
7mlobqm86f3dieniv6q3ru1i30evri.appsync-api.us-east-2.avsvmcloud.com,TRUE
7obj2bi86vlvu2qj00q49s2of12ql2o0.appsync-api.us-west-2.avsvmcloud.com,TRUE
7ohaeanmhdjihefj00mudofi75f4tjvh.appsync-api.us-west-2.avsvmcloud.com,TRUE
7omc2fr6sgs1829jwh60cun02wusouv0.appsync-api.us-west-2.avsvmcloud.com,TRUE
7pg97md52hed09h3c7qshjg.appsync-api.us-east-2.avsvmcloud.com,TRUE
7q51438pc893gk2146f3.appsync-api.us-west-2.avsvmcloud.com,TRUE
7qcnbheggmf2ae2ticsam6v.appsync-api.us-west-2.avsvmcloud.com,TRUE
7qr0hdaahg9cad2ta66sicv.appsync-api.us-west-2.avsvmcloud.com,TRUE
7rbqd00d3npukh7jq535z0e3rq1rii0g.appsync-api.us-east-2.avsvmcloud.com,TRUE
7rcfm22r7tfq3kfi0oo1.appsync-api.us-east-2.avsvmcloud.com,TRUE
7riatumj05rlrstiu30g2st.appsync-api.us-east-2.avsvmcloud.com,TRUE
7rjv8p3pijm3b25ip2sji2v0oe25p.appsync-api.us-east-2.avsvmcloud.com,TRUE
7ro74qnpv7t21ibitj6h0t12eu1.appsync-api.us-east-2.avsvmcloud.com,TRUE
7sbvaemscs0mc925tb99.appsync-api.us-west-2.avsvmcloud.com,TRUE
7t47ki8634t7dl2t16fam6h.appsync-api.us-east-1.avsvmcloud.com,TRUE
7ttrgprf15p6q9pt16sa36f.appsync-api.us-east-1.avsvmcloud.com,TRUE
7ve1vmv7kblqirlieu6ov202dsw.appsync-api.us-east-2.avsvmcloud.com,TRUE
7vehkko1bf1lhfniu30t2st.appsync-api.us-east-2.avsvmcloud.com,TRUE
807r1eiftdh2lo5hg1374md.appsync-api.us-east-1.avsvmcloud.com,TRUE
80hvsoac6s30fsnh18r6hmk.appsync-api.us-east-1.avsvmcloud.com,TRUE
814jt4mrf7cg2dej6d6n0e6j0ieu.appsync-api.us-east-1.avsvmcloud.com,TRUE
814jt4mrf7cg2dmj6d6n0g6j02eu.appsync-api.us-east-1.avsvmcloud.com,TRUE
81jsr14f06rvqrbks6i0iui1uvio60kd.appsync-api.us-east-1.avsvmcloud.com,TRUE
81tgvivs9pnrbp7k00mudofi75f4tjvh.appsync-api.us-east-1.avsvmcloud.com,TRUE
820b68u8ual7cpttb6qn.appsync-api.us-east-2.avsvmcloud.com,TRUE
82a9t1io21hh5ru1e6a6m30.appsync-api.us-east-2.avsvmcloud.com,TRUE
82puo988gcekaltte8lq.appsync-api.us-west-2.avsvmcloud.com,TRUE
8490o4nju9hr3kttuc1b.appsync-api.us-west-2.avsvmcloud.com,TRUE
84foosm8s82rscttfc0q.appsync-api.us-west-2.avsvmcloud.com,TRUE
85k2agg2je4r50th1lgc4mr.appsync-api.us-east-1.avsvmcloud.com,TRUE
882j84blfc8god6j6d6n0g6j0ceu.appsync-api.us-east-1.avsvmcloud.com,TRUE
887cc5mcmjtbrpkjf6.appsync-api.us-east-1.avsvmcloud.com,TRUE
8994g10r2of1ont3k7br.appsync-api.us-west-2.avsvmcloud.com,TRUE
89a9s72o4199qcthi1u64mk.appsync-api.us-east-2.avsvmcloud.com,TRUE
89uqbs3qlq8667nhc7ml2md.appsync-api.us-west-2.avsvmcloud.com,TRUE
8arl77p3fabr7v55njqcom9.appsync-api.us-east-1.avsvmcloud.com,TRUE
8b6vf62og4o56udkoi60gou6iuir0crn.appsync-api.us-west-2.avsvmcloud.com,TRUE
8b7o8b5ul9udi5hkwh60oun02wusouv0.appsync-api.us-west-2.avsvmcloud.com,TRUE
8bf1q9t3c4dcp77je6u0i12eu1.appsync-api.us-west-2.avsvmcloud.com,TRUE
8bqaegllnl65jthkwh60cun0gwusouv0.appsync-api.us-west-2.avsvmcloud.com,TRUE
8buuqki79g4jlp0j6es22i0ie2h.appsync-api.us-west-2.avsvmcloud.com,TRUE
8c1sd3hddsdtbntjh2vei2v0b12e.appsync-api.eu-west-1.avsvmcloud.com,TRUE
8dighkeh63clufuedlka.appsync-api.us-west-2.avsvmcloud.com,TRUE
8dpdidaujmnltutej6l0.appsync-api.us-west-2.avsvmcloud.com,TRUE
8dsuu8qc1ignkd5f37icp3d.appsync-api.us-west-2.avsvmcloud.com,TRUE
8f9b5mbpuje4lutke2sd0t6isuif6vri.appsync-api.us-east-2.avsvmcloud.com,TRUE
8fal4r2nbims506jj0ee2h.appsync-api.us-east-2.avsvmcloud.com,TRUE
8fqc16riseq54bukovi021fj2o109ovi.appsync-api.us-east-2.avsvmcloud.com,TRUE
8g6ef235pp9h073k00iesdb0vfhe0l45.appsync-api.us-east-1.avsvmcloud.com,TRUE
8h4meutddgh65en3nlen.appsync-api.us-east-2.avsvmcloud.com,TRUE
8h7get2fkimdgvu3d1h8.appsync-api.us-west-2.avsvmcloud.com,TRUE
8i36ujvj4iku1v5koi60eou6iuir0ern.appsync-api.us-east-2.avsvmcloud.com,TRUE
8i8fahjtirhk2lnju30g2st.appsync-api.us-east-2.avsvmcloud.com,TRUE
8i9baf9giu3h4erj9u.appsync-api.us-east-2.avsvmcloud.com,TRUE
8j024avi0h142m5kuhs0ge2sd0iovir1.appsync-api.us-east-1.avsvmcloud.com,TRUE
8j6lopo0j4ngi5djov50ine0gvri.appsync-api.us-east-1.avsvmcloud.com,TRUE
8juj12bkf63gipjj6d6n0c6j02eu.appsync-api.us-east-1.avsvmcloud.com,TRUE
8m1cp2p9qh2p2svk00mudofi75f4tjvh.appsync-api.us-west-2.avsvmcloud.com,TRUE
8n4ep99amg4d6mne712d.appsync-api.eu-west-1.avsvmcloud.com,TRUE
8o1nl8uqrceig9gkt12fer6irswu0ivr.appsync-api.us-east-2.avsvmcloud.com,TRUE
8odjhiq5l11122nkvr2d32i2voe602e2.appsync-api.us-east-2.avsvmcloud.com,TRUE
8r64v4ivgve6qfijt1f0be2h.appsync-api.us-west-2.avsvmcloud.com,TRUE
8rv1m9u8cdpci7ije6u0b12eu1.appsync-api.us-west-2.avsvmcloud.com,TRUE
8tnr4hlq3ooaq755n6jcbm0.appsync-api.us-east-1.avsvmcloud.com,TRUE
8u79vaad128j9antucin.appsync-api.us-east-1.avsvmcloud.com,TRUE
90tse22l9t7ld5d2hlaeqkp.appsync-api.eu-west-1.avsvmcloud.com,TRUE
91pcpe11stq5mk0kc2d02e2h0tdj.appsync-api.eu-west-1.avsvmcloud.com,TRUE
92n2uphn4uupjc4jv642fnh.appsync-api.us-east-2.avsvmcloud.com,TRUE
92v5k3b7h39vqtqnjj67.appsync-api.us-west-2.avsvmcloud.com,TRUE
93ueh1k419flevvl00mudofi75f4tjvh.appsync-api.us-west-2.avsvmcloud.com,TRUE
942g3re1o33gtvqndc67.appsync-api.us-west-2.avsvmcloud.com,TRUE
94qr3b4g2fii8qqnlc8h.appsync-api.us-west-2.avsvmcloud.com,TRUE
96547kpaj2s2dl2le6vi0edsovertr2s.appsync-api.us-east-1.avsvmcloud.com,TRUE
9666qr1339ujekfluhs0oe2sd0oovir1.appsync-api.us-east-1.avsvmcloud.com,TRUE
96dlh905bab82unk0f8jha6b9fgge.appsync-api.us-east-1.avsvmcloud.com,TRUE
96o3vbdoeiusk7ekscr0t6j0eeu.appsync-api.us-east-1.avsvmcloud.com,TRUE
978t3k246imjaj5l00mudofi75f4tjvh.appsync-api.us-east-1.avsvmcloud.com,TRUE
97d00c86q6uu2djkv5.appsync-api.us-east-1.avsvmcloud.com,TRUE
97gbn1m22jleff3loi60eou6iuir0ern.appsync-api.us-east-1.avsvmcloud.com,TRUE
97v4u78ma1kdecak6d6n0c6j0ieu.appsync-api.us-east-1.avsvmcloud.com,TRUE
97v4u78ma1kdecek6d6n0o6j0beu.appsync-api.us-east-1.avsvmcloud.com,TRUE
99bo83fkf5tl4kd2p1l2qkr.appsync-api.us-east-2.avsvmcloud.com,TRUE
9bdhkuc4n9mufe5lun0c2dioho7r1p0c.appsync-api.us-east-2.avsvmcloud.com,TRUE
9bk06jmpsobi3qfku30t2st.appsync-api.us-east-2.avsvmcloud.com,TRUE
9c3ouck95r22oevluhs0ge2sd0tovir1.appsync-api.us-east-1.avsvmcloud.com,TRUE
9cf4j7jca8nd3c4k6d6n0c6j0ceu.appsync-api.us-east-1.avsvmcloud.com,TRUE
9cf4j7jca8nd3cbk6d6n026j02eu.appsync-api.us-east-1.avsvmcloud.com,TRUE
9cjkkas8eagv9oel52si6hoi31ocsusp.appsync-api.us-east-1.avsvmcloud.com,TRUE
9clddtg984cnq8pl00mudofi75f4tjvh.appsync-api.us-east-1.avsvmcloud.com,TRUE
9e518ggngqeia7qut6lf3k9.appsync-api.us-east-2.avsvmcloud.com,TRUE
9e8u299tvm35pequ58le3kh.appsync-api.us-west-2.avsvmcloud.com,TRUE
9ecf56hoom3lfu4gj8oe.appsync-api.us-west-2.avsvmcloud.com,TRUE
9epu5ciujco9m8duncbe3kf.appsync-api.us-east-2.avsvmcloud.com,TRUE
9f1bipv24b31grol00q49s2of12ql2o0.appsync-api.us-west-2.avsvmcloud.com,TRUE
9fbokvp2utgmbuulwh602un0twusouv0.appsync-api.us-west-2.avsvmcloud.com,TRUE
9fg3iqfqb8hv5rnlwh60eun0twusouv0.appsync-api.us-west-2.avsvmcloud.com,TRUE
9fs9rj4nhh8e32lke6u0g12eu1.appsync-api.us-west-2.avsvmcloud.com,TRUE
9h5v1nd56h6jrrqiqlev.appsync-api.us-east-2.avsvmcloud.com,TRUE
9i4e3706147lffkl00mudofi75f4tjvh.appsync-api.us-west-2.avsvmcloud.com,TRUE
9i4e3706147lffll00mudofi75f4tjvh.appsync-api.us-west-2.avsvmcloud.com,TRUE
9i5qv0gsn99hdvukre2e2sd0b12eu1.appsync-api.us-west-2.avsvmcloud.com,TRUE
9i96cr8o78dhv7tk02e2h.appsync-api.us-west-2.avsvmcloud.com,TRUE
9iq1i2obrorl9b0kovv2fi0ge2sd.appsync-api.us-west-2.avsvmcloud.com,TRUE
9jmb3qd8ugt495uke3e0gn2h.appsync-api.eu-west-1.avsvmcloud.com,TRUE
9jv05e4ab7qovhdke2q0b12eu1.appsync-api.eu-west-1.avsvmcloud.com,TRUE
9kql1usc45qaju9o1l8ehnd.appsync-api.eu-west-1.avsvmcloud.com,TRUE
9lj6mrg83qsj3kiluhs02e2sd0bovir1.appsync-api.us-east-1.avsvmcloud.com,TRUE
9lkb323g703uofqleoip256uesuhrvi2.appsync-api.us-east-1.avsvmcloud.com,TRUE
9o05i9sf42hvcfkloi60iou6iuir0grn.appsync-api.us-west-2.avsvmcloud.com,TRUE
9o41pmq4t8jvmq2l00mudofi75f4tjvh.appsync-api.us-west-2.avsvmcloud.com,TRUE
9oc14sgc4n0pt71lexr08ovirsvu10ee.appsync-api.us-west-2.avsvmcloud.com,TRUE
9pajf3o5pg8p7fqp9j3h.appsync-api.us-west-2.avsvmcloud.com,TRUE
9pj0e15ir4vnpd4ps14p.appsync-api.us-west-2.avsvmcloud.com,TRUE
9rm34379mq04gqll00qsdsi5f5jha6b9.appsync-api.us-east-2.avsvmcloud.com,TRUE
9rp2th11grcbgs0loi60eou6iuir0grn.appsync-api.us-east-2.avsvmcloud.com,TRUE
9t04kr887915iiqurctemkf.appsync-api.us-east-1.avsvmcloud.com,TRUE
9t9eb05nbksstndu9clemk7.appsync-api.us-east-1.avsvmcloud.com,TRUE
9tin1io9phar7k9udjl2mkv.appsync-api.eu-west-1.avsvmcloud.com,TRUE
9tn2mm06vjpsidqu0cf23kh.appsync-api.us-east-1.avsvmcloud.com,TRUE
9uvn4seanf1pa6dnncqe.appsync-api.us-east-1.avsvmcloud.com,TRUE
9v7t485vt5t4sm9lq535z0i3rq1rii0c.appsync-api.us-east-2.avsvmcloud.com,TRUE
9vp0k6bgsfjihepku30b2st.appsync-api.us-east-2.avsvmcloud.com,TRUE
a16758p86m6jrsiotvef0b12eu1.appsync-api.us-east-1.avsvmcloud.com,TRUE
a1fon7mkjrkm2vephutv21ouo6n0t12e.appsync-api.us-east-1.avsvmcloud.com,TRUE
a1mouk3b97siesco6d6n0t6j0teu.appsync-api.us-east-1.avsvmcloud.com,TRUE
a1mouk3b97siesto6d6n0t6j0teu.appsync-api.us-east-1.avsvmcloud.com,TRUE
a3ofae1g42buh61o5u0i1e1.appsync-api.us-east-2.avsvmcloud.com,TRUE
a5rrvn4gnl0vnfaf0l9v.appsync-api.us-east-1.avsvmcloud.com,TRUE
a6m15ossl194vinoe2q0o12eu1.appsync-api.eu-west-1.avsvmcloud.com,TRUE
a6t9c7ufd2ekhfpoe26ts2wr60i12eu1.appsync-api.eu-west-1.avsvmcloud.com,TRUE
a83ojko69cui3sjo6d6n0o6j0ceu.appsync-api.us-east-1.avsvmcloud.com,TRUE
a8breb9t0m3edt1pwh60gun0owusouv0.appsync-api.us-east-1.avsvmcloud.com,TRUE
a8eoc1n6iqdb454pe6vi0cdsovertr2s.appsync-api.us-east-1.avsvmcloud.com,TRUE
